url; LOC; accessed
https://github.com/ansible/ansible/blob/master/test/units/module_utils/facts/test_collector.py; 563; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/module_utils/facts/test_utils.py; 39; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/module_utils/json_utils/test_filter_non_json_lines.py; 88; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/modules/test_apt.py; 53; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/modules/test_known_hosts.py; 110; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/modules/test_service_facts.py; 126; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/modules/test_systemd.py; 52; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/modules/test_yum.py; 207; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/parsing/test_dataloader.py; 239; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/parsing/utils/test_addresses.py; 98; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/parsing/utils/test_jsonify.py; 39; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/parsing/yaml/test_dumper.py; 103; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/parsing/yaml/test_loader.py; 436; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/parsing/yaml/test_objects.py; 164; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/playbook/role/test_include_role.py; 251; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/playbook/role/test_role.py; 422; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/playbook/test_attribute.py; 57; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/playbook/test_base.py; 630; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/playbook/test_block.py; 82; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/playbook/test_conditional.py; 225; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/playbook/test_helpers.py; 405; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/playbook/test_play.py; 132; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/playbook/test_playbook.py; 61; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/playbook/test_taggable.py; 105; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/playbook/test_task.py; 114; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/plugins/action/test_action.py; 876; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/plugins/action/test_gather_facts.py; 87; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/plugins/action/test_raw.py; 105; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/plugins/cache/test_cache.py; 185; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/plugins/callback/test_callback.py; 396; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/plugins/inventory/test_inventory.py; 207; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/plugins/lookup/test_ini.py; 63; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/plugins/strategy/test_linear.py; 177; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/plugins/strategy/test_strategy.py; 546; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/plugins/test_plugins.py; 134; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/regex/test_invalid_var_names.py; 27; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/template/test_safe_eval.py; 44; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/template/test_templar.py; 446; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/template/test_template_utilities.py; 117; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/template/test_vars.py; 81; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/utils/test_helpers.py; 34; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/utils/test_shlex.py; 41; 18/03/2021
https://github.com/ansible/ansible/blob/master/test/units/vars/test_variable_manager.py; 307; 18/03/2021
https://github.com/apache/superset/blob/master/tests/access_tests.py; 630; 18/03/2021
https://github.com/apache/superset/blob/master/tests/alerts_tests.py; 361; 18/03/2021
https://github.com/apache/superset/blob/master/tests/async_events/api_tests.py; 120; 18/03/2021
https://github.com/apache/superset/blob/master/tests/base_tests.py; 540; 18/03/2021
https://github.com/apache/superset/blob/master/tests/celery_tests.py; 436; 18/03/2021
https://github.com/apache/superset/blob/master/tests/charts/api_tests.py; 1746; 18/03/2021
https://github.com/apache/superset/blob/master/tests/charts/commands_tests.py; 273; 18/03/2021
https://github.com/apache/superset/blob/master/tests/config_tests.py; 173; 18/03/2021
https://github.com/apache/superset/blob/master/tests/csv_upload_tests.py; 339; 18/03/2021
https://github.com/apache/superset/blob/master/tests/dashboard_tests.py; 548; 18/03/2021
https://github.com/apache/superset/blob/master/tests/dashboards/api_tests.py; 1531; 18/03/2021
https://github.com/apache/superset/blob/master/tests/dashboards/commands_tests.py; 634; 18/03/2021
https://github.com/apache/superset/blob/master/tests/dashboards/security/security_rbac_tests.py; 423; 18/03/2021
https://github.com/apache/superset/blob/master/tests/databases/api_tests.py; 1252; 18/03/2021
https://github.com/apache/superset/blob/master/tests/databases/commands_tests.py; 594; 18/03/2021
https://github.com/apache/superset/blob/master/tests/datasets/api_tests.py; 1637; 18/03/2021
https://github.com/apache/superset/blob/master/tests/datasets/commands_tests.py; 477; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/base_engine_spec_tests.py; 273; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/bigquery_tests.py; 225; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/clickhouse_tests.py; 47; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/druid_tests.py; 76; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/elasticsearch_tests.py; 70; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/firebird_tests.py; 81; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/hive_tests.py; 449; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/mssql_tests.py; 151; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/mysql_tests.py; 106; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/oracle_tests.py; 87; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/postgres_tests.py; 204; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/presto_tests.py; 843; 18/03/2021
https://github.com/apache/superset/blob/master/tests/db_engine_specs/sqlite_tests.py; 78; 18/03/2021
https://github.com/apache/superset/blob/master/tests/dict_import_export_tests.py; 428; 18/03/2021
https://github.com/apache/superset/blob/master/tests/druid_func_tests.py; 1152; 18/03/2021
https://github.com/apache/superset/blob/master/tests/druid_func_tests_sip38.py; 1157; 18/03/2021
https://github.com/apache/superset/blob/master/tests/druid_tests.py; 589; 18/03/2021
https://github.com/apache/superset/blob/master/tests/email_tests.py; 175; 18/03/2021
https://github.com/apache/superset/blob/master/tests/event_logger_tests.py; 196; 18/03/2021
https://github.com/apache/superset/blob/master/tests/feature_flag_tests.py; 40; 18/03/2021
https://github.com/apache/superset/blob/master/tests/import_export_tests.py; 735; 18/03/2021
https://github.com/apache/superset/blob/master/tests/importexport/commands_tests.py; 48; 18/03/2021
https://github.com/apache/superset/blob/master/tests/jinja_context_tests.py; 294; 18/03/2021
https://github.com/apache/superset/blob/master/tests/logging_configurator_tests.py; 55; 18/03/2021
https://github.com/apache/superset/blob/master/tests/model_tests.py; 480; 18/03/2021
https://github.com/apache/superset/blob/master/tests/queries/saved_queries/commands_tests.py; 110; 18/03/2021
https://github.com/apache/superset/blob/master/tests/reports/commands_tests.py; 1035; 18/03/2021
https://github.com/apache/superset/blob/master/tests/schedules_test.py; 564; 18/03/2021
https://github.com/apache/superset/blob/master/tests/security/migrate_roles_tests.py; 237; 18/03/2021
https://github.com/apache/superset/blob/master/tests/security_tests.py; 1193; 18/03/2021
https://github.com/apache/superset/blob/master/tests/sql_parse_tests.py; 757; 18/03/2021
https://github.com/apache/superset/blob/master/tests/sql_validator_tests.py; 244; 18/03/2021
https://github.com/apache/superset/blob/master/tests/sqla_models_tests.py; 307; 18/03/2021
https://github.com/apache/superset/blob/master/tests/stats_logger_tests.py; 49; 18/03/2021
https://github.com/apache/superset/blob/master/tests/strategy_tests.py; 260; 18/03/2021
https://github.com/apache/superset/blob/master/tests/tagging_tests.py; 39; 18/03/2021
https://github.com/apache/superset/blob/master/tests/tasks/async_queries_tests.py; 128; 18/03/2021
https://github.com/apache/superset/blob/master/tests/thumbnails_tests.py; 217; 18/03/2021
https://github.com/apache/superset/blob/master/tests/utils/date_parser_tests.py; 311; 18/03/2021
https://github.com/apache/superset/blob/master/tests/utils/decorators_tests.py; 43; 18/03/2021
https://github.com/apache/superset/blob/master/tests/utils/machine_auth_tests.py; 56; 18/03/2021
https://github.com/apache/superset/blob/master/tests/utils_tests.py; 1195; 18/03/2021
https://github.com/apache/superset/blob/master/tests/viz_tests.py; 1484; 18/03/2021
https://github.com/certbot/certbot/blob/master/acme/tests/challenges_test.py; 495; 18/03/2021
https://github.com/certbot/certbot/blob/master/acme/tests/client_test.py; 1348; 18/03/2021
https://github.com/certbot/certbot/blob/master/acme/tests/crypto_util_test.py; 272; 18/03/2021
https://github.com/certbot/certbot/blob/master/acme/tests/errors_test.py; 52; 18/03/2021
https://github.com/certbot/certbot/blob/master/acme/tests/fields_test.py; 72; 18/03/2021
https://github.com/certbot/certbot/blob/master/acme/tests/jose_test.py; 53; 18/03/2021
https://github.com/certbot/certbot/blob/master/acme/tests/jws_test.py; 66; 18/03/2021
https://github.com/certbot/certbot/blob/master/acme/tests/magic_typing_test.py; 30; 18/03/2021
https://github.com/certbot/certbot/blob/master/acme/tests/messages_test.py; 498; 18/03/2021
https://github.com/certbot/certbot/blob/master/acme/tests/standalone_test.py; 265; 18/03/2021
https://github.com/certbot/certbot/blob/master/acme/tests/util_test.py; 16; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/augeasnode_test.py; 335; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/autohsts_test.py; 190; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/centos6_test.py; 221; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/centos_test.py; 197; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/complex_parsing_test.py; 128; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/configurator_reverter_test.py; 87; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/configurator_test.py; 1840; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/debian_test.py; 215; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/display_ops_test.py; 107; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/dualnode_test.py; 445; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/entrypoint_test.py; 50; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/fedora_test.py; 197; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/gentoo_test.py; 141; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/http_01_test.py; 235; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/obj_test.py; 141; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/parser_test.py; 404; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/parsernode_configurator_test.py; 47; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-apache/tests/parsernode_util_test.py; 115; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-ci/windows_installer_integration_tests/test_main.py; 61; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-compatibility-test/certbot_compatibility_test/validator_test.py; 125; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-dns-cloudflare/tests/dns_cloudflare_test.py; 249; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-dns-digitalocean/tests/dns_digitalocean_test.py; 177; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-dns-google/tests/dns_google_test.py; 413; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-dns-linode/tests/dns_linode_test.py; 147; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-dns-rfc2136/tests/dns_rfc2136_test.py; 216; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-dns-route53/tests/dns_route53_test.py; 263; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-nginx/tests/configurator_test.py; 1121; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-nginx/tests/display_ops_test.py; 42; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-nginx/tests/http_01_test.py; 186; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-nginx/tests/nginxparser_test.py; 443; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-nginx/tests/obj_test.py; 228; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-nginx/tests/parser_obj_test.py; 258; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot-nginx/tests/parser_test.py; 536; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/certbot/plugins/dns_test_common.py; 60; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/certbot/plugins/dns_test_common_lexicon.py; 132; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/certbot/tests/util.py; 406; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/account_test.py; 348; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/auth_handler_test.py; 538; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/cert_manager_test.py; 708; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/cli_test.py; 530; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/client_test.py; 736; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/compat/filesystem_test.py; 660; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/compat/misc_test.py; 48; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/compat/os_test.py; 20; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/configuration_test.py; 165; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/crypto_util_test.py; 509; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/display/completer_test.py; 110; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/display/ops_test.py; 506; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/display/util_test.py; 485; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/eff_test.py; 186; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/error_handler_test.py; 154; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/errors_test.py; 59; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/helpful_test.py; 209; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/hook_test.py; 465; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/lock_test.py; 145; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/log_test.py; 427; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/main_test.py; 1857; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/ocsp_test.py; 406; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/plugins/common_test.py; 358; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/plugins/disco_test.py; 318; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/plugins/dns_common_test.py; 233; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/plugins/enhancements_test.py; 66; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/plugins/manual_test.py; 126; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/plugins/null_test.py; 24; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/plugins/selection_test.py; 222; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/plugins/standalone_test.py; 183; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/plugins/storage_test.py; 122; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/plugins/util_test.py; 48; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/plugins/webroot_test.py; 319; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/renewal_test.py; 251; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/renewupdater_test.py; 127; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/reporter_test.py; 89; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/reverter_test.py; 460; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/storage_test.py; 957; 18/03/2021
https://github.com/certbot/certbot/blob/master/certbot/tests/util_test.py; 628; 18/03/2021
https://github.com/coder-alpha/FMoviesPlus.bundle/blob/master/Contents/Libraries/Shared/pytz/tests/test_lazy.py; 313; 18/03/2021
https://github.com/coder-alpha/FMoviesPlus.bundle/blob/master/Contents/Libraries/Shared/pytz/tests/test_tzinfo.py; 843; 18/03/2021
https://github.com/coder-alpha/FMoviesPlus.bundle/blob/master/Contents/Libraries/Shared/tzlocal/tests.py; 88; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/bfs/word_ladder.py; 99; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/dfs/all_factors.py; 127; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/dfs/sudoku_solver.py; 110; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/dp/regex_matching.py; 108; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/linkedlist/add_two_numbers.py; 132; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/linkedlist/delete_node.py; 63; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/linkedlist/first_cyclic_node.py; 64; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/linkedlist/intersection.py; 101; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/maths/next_bigger.py; 64; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/matrix/bomb_enemy.py; 93; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/matrix/sudoku_validator.py; 113; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/tree/bst/bst.py; 139; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/tree/bst/count_left_node.py; 61; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/tree/bst/depth_sum.py; 66; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/tree/bst/height.py; 60; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/algorithms/tree/bst/num_empty.py; 67; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_array.py; 362; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_backtrack.py; 186; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_bfs.py; 18; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_bit.py; 254; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_graph.py; 59; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_heap.py; 54; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_linkedlist.py; 174; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_map.py; 152; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_maths.py; 277; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_ml.py; 31; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_queues.py; 107; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_search.py; 127; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_sort.py; 123; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_stack.py; 150; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_strings.py; 522; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_tree.py; 46; 18/03/2021
https://github.com/devatluri/algorithms/blob/master/tests/test_unix.py; 42; 18/03/2021
https://github.com/devatluri/django-allauth/blob/master/allauth/socialaccount/providers/bitbucket_oauth2/tests.py; 158; 18/03/2021
https://github.com/devatluri/django-allauth/blob/master/allauth/tests.py; 172; 18/03/2021
https://github.com/devatluri/django/blob/master/django/test/testcases.py; 1388; 18/03/2021
https://github.com/devatluri/django/blob/master/django/test/utils.py; 842; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/admin_autodiscover/tests.py; 21; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/admin_docs/test_utils.py; 120; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/admin_docs/test_views.py; 363; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/admin_filters/tests.py; 1212; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/admin_scripts/tests.py; 2285; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/admin_views/test_multidb.py; 81; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/admin_views/tests.py; 6058; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/aggregation_regress/tests.py; 1530; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/annotations/tests.py; 600; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/auth_tests/test_admin_multidb.py; 53; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/auth_tests/test_auth_backends.py; 737; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/auth_tests/test_forms.py; 987; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/auth_tests/test_hashers.py; 566; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/auth_tests/test_management.py; 880; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/auth_tests/test_mixins.py; 278; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/auth_tests/test_models.py; 362; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/base/test_base.py; 129; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/mysql/test_creation.py; 45; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/mysql/test_features.py; 34; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/mysql/test_schema.py; 19; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/mysql/tests.py; 91; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/oracle/test_creation.py; 76; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/oracle/test_introspection.py; 29; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/oracle/test_operations.py; 25; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/oracle/tests.py; 98; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/postgresql/test_creation.py; 95; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/postgresql/test_introspection.py; 23; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/postgresql/test_server_side_cursors.py; 89; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/postgresql/tests.py; 171; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/sqlite/test_introspection.py; 27; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/sqlite/tests.py; 164; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/backends/tests.py; 780; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/bash_completion/tests.py; 104; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/builtin_server/tests.py; 134; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/cache/tests.py; 2337; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/check_framework/test_database.py; 61; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/check_framework/test_multi_db.py; 44; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/contenttypes_tests/test_checks.py; 236; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/contenttypes_tests/test_management.py; 73; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/contenttypes_tests/test_views.py; 208; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/custom_lookups/tests.py; 589; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/dates/tests.py; 136; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/db_functions/test_cast.py; 81; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/db_functions/tests.py; 673; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/db_typecasts/tests.py; 62; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/db_utils/tests.py; 49; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/dbshell/test_postgresql_psycopg2.py; 116; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/decorators/tests.py; 482; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/expressions/tests.py; 1518; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/expressions_case/tests.py; 1339; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/expressions_window/tests.py; 796; 18/03/2021
https://github.com/devatluri/django/blob/master/tests/file_storage/tests.py; 998; 18/03/2021
